condition,case,category,wer,wder,sub,del,ins,ref_words,hyp_words
patience_150,GEN0001,GEN,0.1504102096627165,0.0293005671077504,53,39,73,1097,1131
patience_150,MSK0008,MSK,0.3056338028169014,0.0567778566359119,135,11,288,1420,1697
patience_150,MSK0013,MSK,0.2558581380620646,0.0189418680600914,116,48,240,1579,1771
patience_150,MSK0017,MSK,0.1683333333333333,0.0379388448471121,109,34,160,1800,1926
patience_150,MSK0025,MSK,0.1679790026246719,0.0145502645502645,81,12,163,1524,1675
patience_150,MSK0026,MSK,0.1782544378698224,0.0083081570996978,80,28,133,1352,1457
patience_150,MSK0041,MSK,0.160919540229885,0.0026298487836949,102,45,105,1566,1626
patience_150,MSK0046,MSK,0.145367412140575,0.0137429264349232,77,15,90,1252,1327
patience_150,RES0012,RES,0.1933174224343675,0.0482926829268292,139,45,221,2095,2271
patience_150,RES0021,RES,0.1860095389507154,0.0139687756778964,84,41,109,1258,1326
patience_150,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
patience_150,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
patience_150,RES0047,RES,0.1449616971125515,0.0093052109181141,97,85,64,1697,1676
patience_150,RES0051,RES,0.1753846153846154,0.0053134962805526,77,34,60,975,1001
patience_150,RES0052,RES,0.2804878048780488,0.0390428211586901,89,26,115,820,909
patience_150,RES0053,RES,0.2027168234064786,0.0277481323372465,144,40,204,1914,2078
patience_150,RES0059,RES,0.2123695976154992,0.0211640211640211,102,19,164,1342,1487
patience_150,RES0062,RES,0.2167182662538699,0.0146673651126244,123,29,268,1938,2177
patience_150,RES0071,RES,0.2145061728395061,0.0722702278083267,66,23,189,1296,1462
patience_150,RES0074,RES,0.3264971287940935,0.0395061728395061,87,4,307,1219,1522
patience_150,RES0083,RES,0.2142121524201853,0.011578947368421,55,21,132,971,1082
patience_150,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
patience_150,RES0100,RES,0.1840882694541231,0.0475631238990017,90,19,208,1722,1911
patience_150,RES0104,RES,0.1507208387942332,0.0524137931034482,71,76,83,1526,1533
patience_150,RES0106,RES,0.152744630071599,0.0795360397680198,81,50,61,1257,1268
patience_150,RES0109,RES,0.1743119266055046,0.0843373493975903,54,42,56,872,886
patience_150,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
patience_150,RES0123,RES,0.1551625784369652,0.0180460485376477,65,146,61,1753,1668
patience_150,RES0127,RES,0.2054890921885995,0.0301075268817204,81,26,185,1421,1580
patience_150,RES0132,RES,0.1121495327102803,0.0045523520485584,38,73,45,1391,1363
patience_150,RES0134,RES,0.1131533601378518,0.0085731781996325,33,108,56,1741,1689
patience_150,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
patience_150,RES0155,RES,0.1762349799732977,0.0294530154277699,82,72,110,1498,1536
patience_150,RES0160,RES,0.1445347786811201,0.0048262548262548,56,71,33,1107,1069
patience_150,RES0163,RES,0.2006861063464837,0.0098126672613737,87,45,102,1166,1223
patience_150,RES0173,RES,0.1744471744471744,0.0155172413793103,111,61,41,1221,1201
patience_150,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
patience_200,CAR0002,CAR,0.2525821596244131,0.1190926275992438,69,7,193,1065,1251
patience_200,DER0001,DER,0.1610738255033557,0.0133614627285513,95,68,77,1490,1499
patience_200,GAS0007,GAS,0.1489841986455982,0.0151691948658109,56,29,47,886,904
patience_200,GEN0001,GEN,0.1476754785779398,0.030188679245283,51,37,74,1097,1134
patience_200,MSK0008,MSK,0.1626760563380281,0.0124269005847953,117,52,62,1420,1430
patience_200,MSK0013,MSK,0.2444585180493983,0.015003261578604,122,46,218,1579,1751
patience_200,MSK0017,MSK,0.1555555555555555,0.0352546166759932,114,13,153,1800,1940
patience_200,MSK0025,MSK,0.2112860892388451,0.0204498977505112,93,57,172,1524,1639
patience_200,MSK0026,MSK,0.2107988165680473,0.0241691842900302,83,28,174,1352,1498
patience_200,MSK0041,MSK,0.1596424010217113,0.0026298487836949,102,45,103,1566,1624
patience_200,MSK0046,MSK,0.1429712460063897,0.0137318255250403,77,14,88,1252,1326
patience_200,RES0012,RES,0.1880668257756563,0.0478749389350268,131,48,215,2095,2262
patience_200,RES0021,RES,0.2042925278219395,0.0049342105263157,86,42,129,1258,1345
patience_200,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
patience_200,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
patience_200,RES0047,RES,0.1538008249852681,0.0086794792312461,109,84,68,1697,1681
patience_200,RES0051,RES,0.2287179487179487,0.0052631578947368,77,25,121,975,1071
patience_200,RES0052,RES,0.2365853658536585,0.0216010165184243,87,33,74,820,861
patience_200,RES0053,RES,0.2110762800417973,0.0287846481876332,148,38,218,1914,2094
patience_200,RES0059,RES,0.1721311475409836,0.0151757188498402,86,90,55,1342,1307
patience_200,RES0062,RES,0.2528379772961816,0.0156168662155127,134,17,339,1938,2260
patience_200,RES0071,RES,0.2222222222222222,0.0706436420722135,72,22,194,1296,1468
patience_200,RES0074,RES,0.3289581624282198,0.0395061728395061,89,4,308,1219,1523
patience_200,RES0083,RES,0.2080329557157569,0.0115667718191377,56,20,126,971,1077
patience_200,RES0098,RES,0.1393897364771151,0.0302593659942363,67,54,80,1442,1468
patience_200,RES0100,RES,0.1881533101045296,0.0476190476190476,93,21,210,1722,1911
patience_200,RES0104,RES,0.1494102228047182,0.0524137931034482,72,76,80,1526,1530
patience_200,RES0106,RES,0.1774065234685759,0.0798045602605863,88,29,106,1257,1334
patience_200,RES0109,RES,0.1788990825688073,0.0856453558504222,53,43,60,872,889
patience_200,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
patience_200,RES0123,RES,0.1483171705647461,0.0185528756957328,58,136,66,1753,1683
patience_200,RES0127,RES,0.1998592540464461,0.0293276108726752,81,23,180,1421,1578
patience_200,RES0132,RES,0.115744069015097,0.0045523520485584,40,73,48,1391,1366
patience_200,RES0134,RES,0.1240666283744974,0.0031505986137366,33,154,29,1741,1616
patience_200,RES0143,RES,0.1523809523809524,0.010556621880998,41,113,22,1155,1064
patience_200,RES0155,RES,0.1755674232309746,0.0294943820224719,78,74,111,1498,1535
patience_200,RES0160,RES,0.1598915989159891,0.0047938638542665,56,64,57,1107,1100
patience_200,RES0163,RES,0.1998284734133791,0.0097864768683274,91,42,100,1166,1224
patience_200,RES0173,RES,0.1646191646191646,0.0137103684661525,105,54,42,1221,1209
patience_200,RES0207,RES,0.168944099378882,0.055627425614489,50,32,54,805,827
length_pen_080,CAR0002,CAR,0.2582159624413145,0.1177587844254511,69,12,194,1065,1247
length_pen_080,DER0001,DER,0.1637583892617449,0.0076388888888888,96,50,98,1490,1538
length_pen_080,GAS0007,GAS,0.1444695259593679,0.0151691948658109,57,29,42,886,899
length_pen_080,GEN0001,GEN,0.1513217866909753,0.032015065913371,53,35,78,1097,1140
length_pen_080,MSK0008,MSK,0.1915492957746478,0.013788098693759,111,42,119,1420,1497
length_pen_080,MSK0013,MSK,0.226725775807473,0.0121794871794871,106,19,233,1579,1793
length_pen_080,MSK0017,MSK,0.1711111111111111,0.0309101316542644,108,53,147,1800,1894
length_pen_080,MSK0025,MSK,0.1725721784776903,0.020297699594046,78,46,139,1524,1617
length_pen_080,MSK0026,MSK,0.1982248520710059,0.0052830188679245,91,27,150,1352,1475
length_pen_080,MSK0041,MSK,0.1577266922094508,0.0026298487836949,98,45,104,1566,1625
length_pen_080,MSK0046,MSK,0.145367412140575,0.014657980456026,75,24,83,1252,1311
length_pen_080,RES0012,RES,0.1780429594272076,0.0423770092547491,142,42,189,2095,2242
length_pen_080,RES0021,RES,0.2019077901430842,0.0049140049140049,86,37,131,1258,1352
length_pen_080,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
length_pen_080,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
length_pen_080,RES0047,RES,0.1585150265173836,0.0335570469798657,102,58,109,1697,1748
length_pen_080,RES0051,RES,0.1497435897435897,0.0063897763578274,67,36,43,975,982
length_pen_080,RES0052,RES,0.2560975609756097,0.0188442211055276,91,24,95,820,891
length_pen_080,RES0053,RES,0.241901776384535,0.0351063829787234,154,34,275,1914,2155
length_pen_080,RES0059,RES,0.2116244411326378,0.0181818181818181,102,22,160,1342,1480
length_pen_080,RES0062,RES,0.2249742002063983,0.0078043704474505,123,16,297,1938,2219
length_pen_080,RES0071,RES,0.2677469135802469,0.0768025078369906,74,20,253,1296,1529
length_pen_080,RES0074,RES,0.3314191960623462,0.0469135802469135,89,4,311,1219,1526
length_pen_080,RES0083,RES,0.2306900102986611,0.0116279069767441,59,25,140,971,1086
length_pen_080,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
length_pen_080,RES0100,RES,0.1927990708478513,0.0494117647058823,99,22,211,1722,1911
length_pen_080,RES0104,RES,0.22870249017038,0.0719520319786808,109,25,215,1526,1716
length_pen_080,RES0106,RES,0.1774065234685759,0.079416531604538,94,23,106,1257,1340
length_pen_080,RES0109,RES,0.1788990825688073,0.0865384615384615,56,40,60,872,892
length_pen_080,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
length_pen_080,RES0123,RES,0.1540216771249287,0.0186219739292365,58,142,70,1753,1681
length_pen_080,RES0127,RES,0.2040816326530612,0.0301075268817204,78,26,186,1421,1581
length_pen_080,RES0132,RES,0.1042415528396836,0.0022271714922048,43,44,58,1391,1405
length_pen_080,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
length_pen_080,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
length_pen_080,RES0155,RES,0.1929238985313751,0.035589672016748,77,65,147,1498,1580
length_pen_080,RES0160,RES,0.1571815718157181,0.0047984644913627,55,65,54,1107,1096
length_pen_080,RES0163,RES,0.1903945111492281,0.0088105726872246,86,31,105,1166,1240
length_pen_080,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
length_pen_080,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
length_pen_120,CAR0002,CAR,0.2572769953051643,0.1195445920303605,73,11,190,1065,1244
length_pen_120,DER0001,DER,0.1704697986577181,0.0174337517433751,99,56,99,1490,1533
length_pen_120,GAS0007,GAS,0.1489841986455982,0.0151691948658109,57,29,46,886,903
length_pen_120,GEN0001,GEN,0.1494986326344576,0.0338664158043273,52,34,78,1097,1141
length_pen_120,MSK0008,MSK,0.1964788732394366,0.0152949745083758,114,47,118,1420,1491
length_pen_120,MSK0013,MSK,0.2355921469284357,0.018554062699936,108,16,248,1579,1811
length_pen_120,MSK0017,MSK,0.1605555555555555,0.0358744394618834,103,16,170,1800,1954
length_pen_120,MSK0025,MSK,0.1627296587926509,0.0193591455273698,78,26,144,1524,1642
length_pen_120,MSK0026,MSK,0.2071005917159763,0.0316027088036117,101,23,156,1352,1485
length_pen_120,MSK0041,MSK,0.2056194125159642,0.0045219638242894,110,18,194,1566,1742
length_pen_120,MSK0046,MSK,0.1477635782747604,0.0145513338722716,79,15,91,1252,1328
length_pen_120,RES0012,RES,0.1995226730310262,0.05078125,134,47,237,2095,2285
length_pen_120,RES0021,RES,0.2066772655007949,0.0073831009023789,89,39,132,1258,1351
length_pen_120,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
length_pen_120,RES0030,RES,0.1290050590219224,0.0097173144876325,67,54,32,1186,1164
length_pen_120,RES0047,RES,0.1355332940483205,0.0122399020807833,92,63,75,1697,1709
length_pen_120,RES0051,RES,0.1579487179487179,0.0043010752688172,71,45,38,975,968
length_pen_120,RES0052,RES,0.2939024390243902,0.0314465408805031,112,25,104,820,899
length_pen_120,RES0053,RES,0.2324973876698014,0.0347407803313735,148,43,254,1914,2125
length_pen_120,RES0059,RES,0.2146050670640834,0.019652305366591,103,19,166,1342,1489
length_pen_120,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
length_pen_120,RES0071,RES,0.257716049382716,0.0750586395621579,73,17,244,1296,1523
length_pen_120,RES0074,RES,0.2830188679245283,0.0406301824212272,91,13,241,1219,1447
length_pen_120,RES0083,RES,0.2337796086508753,0.0116156282998944,59,24,144,971,1091
length_pen_120,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
length_pen_120,RES0100,RES,0.1817653890824622,0.0475631238990017,95,19,199,1722,1902
length_pen_120,RES0104,RES,0.1972477064220183,0.0525252525252525,89,41,171,1526,1656
length_pen_120,RES0106,RES,0.1439936356404136,0.0780082987551867,73,52,56,1257,1261
length_pen_120,RES0109,RES,0.1594036697247706,0.0837264150943396,55,24,60,872,908
length_pen_120,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
length_pen_120,RES0123,RES,0.1563034797490017,0.0185988840669559,61,140,73,1753,1686
length_pen_120,RES0127,RES,0.2040816326530612,0.0301075268817204,79,26,185,1421,1580
length_pen_120,RES0132,RES,0.1401869158878504,0.0230591852421214,39,90,66,1391,1367
length_pen_120,RES0134,RES,0.1062607696726019,0.0024257125530624,35,92,58,1741,1707
length_pen_120,RES0143,RES,0.1471861471861472,0.0105162523900573,40,109,21,1155,1067
length_pen_120,RES0155,RES,0.1775700934579439,0.0288732394366197,76,78,112,1498,1532
length_pen_120,RES0160,RES,0.1589882565492321,0.0048076923076923,53,67,56,1107,1096
length_pen_120,RES0163,RES,0.1818181818181818,0.0070052539404553,87,24,101,1166,1243
length_pen_120,RES0173,RES,0.1744471744471744,0.0155172413793103,111,61,41,1221,1201
length_pen_120,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
rep_penalty_110,CAR0002,CAR,0.2253521126760563,0.1246431969552806,75,14,151,1065,1202
rep_penalty_110,DER0001,DER,0.1751677852348993,0.0179558011049723,108,42,111,1490,1559
rep_penalty_110,GAS0007,GAS,0.1501128668171557,0.0152582159624413,54,34,45,886,897
rep_penalty_110,GEN0001,GEN,0.1194165907019143,0.0225352112676056,52,32,47,1097,1112
rep_penalty_110,MSK0008,MSK,0.2802816901408451,0.0517363571934798,135,9,254,1420,1665
rep_penalty_110,MSK0013,MSK,0.2115262824572514,0.0128783000643915,109,26,199,1579,1752
rep_penalty_110,MSK0017,MSK,0.1561111111111111,0.0359955005624297,107,22,152,1800,1930
rep_penalty_110,MSK0025,MSK,0.1699475065616797,0.0165562913907284,85,14,160,1524,1670
rep_penalty_110,MSK0026,MSK,0.1937869822485207,0.0137090632140137,86,39,137,1352,1450
rep_penalty_110,MSK0041,MSK,0.1992337164750957,0.0025789813023855,109,15,188,1566,1739
rep_penalty_110,MSK0046,MSK,0.1493610223642172,0.0161550888529886,78,14,95,1252,1333
rep_penalty_110,RES0012,RES,0.1933174224343675,0.0423645320197044,153,65,187,2095,2217
rep_penalty_110,RES0021,RES,0.1828298887122416,0.0082440230832646,83,45,102,1258,1315
rep_penalty_110,RES0025,RES,0.2078774617067833,0.0129672006102212,108,60,117,1371,1428
rep_penalty_110,RES0030,RES,0.1290050590219224,0.0124223602484472,64,59,30,1186,1157
rep_penalty_110,RES0047,RES,0.1384796700058927,0.0087336244541484,92,94,49,1697,1652
rep_penalty_110,RES0051,RES,0.1528205128205128,0.0053821313240043,71,46,32,975,961
rep_penalty_110,RES0052,RES,0.2,0.0223978919631093,69,61,34,820,793
rep_penalty_110,RES0053,RES,0.2293625914315569,0.0275715800636267,149,28,262,1914,2148
rep_penalty_110,RES0059,RES,0.2399403874813711,0.0165413533834586,107,12,203,1342,1533
rep_penalty_110,RES0062,RES,0.2208462332301341,0.0088403536141445,130,15,283,1938,2206
rep_penalty_110,RES0071,RES,0.1875,0.068308181096108,71,37,135,1296,1394
rep_penalty_110,RES0074,RES,0.1780147662018047,0.0383973288814691,73,21,123,1219,1321
rep_penalty_110,RES0083,RES,0.2296601441812564,0.0116279069767441,61,25,137,971,1083
rep_penalty_110,RES0098,RES,0.1317614424410541,0.0326167531504818,65,93,32,1442,1381
rep_penalty_110,RES0100,RES,0.1318234610917537,0.0411547911547911,80,94,53,1722,1681
rep_penalty_110,RES0104,RES,0.1874180865006553,0.0478759271746459,84,43,159,1526,1642
rep_penalty_110,RES0106,RES,0.1869530628480509,0.0797041906327033,89,40,106,1257,1323
rep_penalty_110,RES0109,RES,0.1892201834862385,0.079345088161209,53,78,34,872,828
rep_penalty_110,RES0118,RES,0.1264016309887869,0.0033370411568409,33,82,9,981,908
rep_penalty_110,RES0123,RES,0.1557330290929834,0.0288582183186951,61,159,53,1753,1647
rep_penalty_110,RES0127,RES,0.1907107670654468,0.0165586753059755,74,32,165,1421,1554
rep_penalty_110,RES0132,RES,0.1258087706685837,0.0023904382470119,28,136,11,1391,1266
rep_penalty_110,RES0134,RES,0.109132682366456,0.0031036623215394,29,130,31,1741,1642
rep_penalty_110,RES0143,RES,0.1402597402597402,0.0085066162570888,40,97,25,1155,1083
rep_penalty_110,RES0155,RES,0.198931909212283,0.0237003058103975,80,190,28,1498,1336
rep_penalty_110,RES0160,RES,0.1815718157181571,0.0065055762081784,67,31,103,1107,1179
rep_penalty_110,RES0163,RES,0.1475128644939965,0.0108991825613079,60,65,47,1166,1148
rep_penalty_110,RES0173,RES,0.1818181818181818,0.0146425495262704,106,60,56,1221,1217
rep_penalty_110,RES0207,RES,0.1701863354037267,0.0487483530961791,37,46,54,805,813
no_repeat_3,CAR0002,CAR,0.2591549295774648,0.1170313986679353,73,14,189,1065,1240
no_repeat_3,DER0001,DER,0.1845637583892617,0.0104094378903539,104,49,122,1490,1563
no_repeat_3,GAS0007,GAS,0.1523702031602709,0.0152224824355971,61,32,42,886,896
no_repeat_3,GEN0001,GEN,0.1303555150410209,0.0149953139643861,60,30,53,1097,1120
no_repeat_3,MSK0008,MSK,0.328169014084507,0.0404709345106696,164,61,241,1420,1600
no_repeat_3,MSK0013,MSK,0.2058264724509183,0.0083547557840616,123,23,179,1579,1735
no_repeat_3,MSK0017,MSK,0.1488888888888888,0.0196188340807174,121,16,131,1800,1915
no_repeat_3,MSK0025,MSK,0.1824146981627296,0.0178571428571428,95,12,171,1524,1683
no_repeat_3,MSK0026,MSK,0.1523668639053254,0.0078369905956112,85,76,45,1352,1321
no_repeat_3,MSK0041,MSK,0.1500638569604087,0.0040458530006743,114,83,38,1566,1521
no_repeat_3,MSK0046,MSK,0.1541533546325878,0.0146460537021969,81,23,89,1252,1318
no_repeat_3,RES0012,RES,0.1918854415274463,0.0420127015144113,160,48,194,2095,2241
no_repeat_3,RES0021,RES,0.1613672496025437,0.008467400508044,88,77,38,1258,1219
no_repeat_3,RES0025,RES,0.2166301969365426,0.0054012345679012,105,75,117,1371,1413
no_repeat_3,RES0030,RES,0.1922428330522765,0.0094017094017094,90,16,122,1186,1292
no_repeat_3,RES0047,RES,0.1573364761343547,0.0104744300677757,116,74,77,1697,1700
no_repeat_3,RES0051,RES,0.2266666666666666,0.0077262693156732,98,69,54,975,960
no_repeat_3,RES0052,RES,0.2292682926829268,0.0277044854881266,80,62,46,820,804
no_repeat_3,RES0053,RES,0.2100313479623824,0.0282817502668089,168,40,194,1914,2068
no_repeat_3,RES0059,RES,0.1408345752608047,0.0169622205088666,84,45,60,1342,1357
no_repeat_3,RES0062,RES,0.2368421052631578,0.0094240837696335,144,28,287,1938,2197
no_repeat_3,RES0071,RES,0.2484567901234567,0.0656763096168882,78,17,227,1296,1506
no_repeat_3,RES0074,RES,0.3502871205906481,0.0472245236122618,104,12,311,1219,1518
no_repeat_3,RES0083,RES,0.1585993820803295,0.0117395944503735,64,34,56,971,993
no_repeat_3,RES0098,RES,0.1511789181692094,0.0331890331890331,82,56,80,1442,1466
no_repeat_3,RES0100,RES,0.1765389082462253,0.0417647058823529,100,22,182,1722,1882
no_repeat_3,RES0104,RES,0.2352555701179554,0.0616302186878727,98,17,244,1526,1753
no_repeat_3,RES0106,RES,0.2012728719172633,0.0794809407948094,109,24,120,1257,1353
no_repeat_3,RES0109,RES,0.1949541284403669,0.0961313012895662,63,19,88,872,941
no_repeat_3,RES0118,RES,0.0927624872579001,0.0072992700729927,35,22,34,981,993
no_repeat_3,RES0123,RES,0.1448944666286366,0.0169082125603864,69,97,88,1753,1744
no_repeat_3,RES0127,RES,0.2019704433497537,0.0186915887850467,85,30,172,1421,1563
no_repeat_3,RES0132,RES,0.102803738317757,0.003723008190618,34,48,61,1391,1404
no_repeat_3,RES0134,RES,0.1987363584147042,0.0062578222778473,143,143,60,1741,1658
no_repeat_3,RES0143,RES,0.1428571428571428,0.0054102795311091,46,46,73,1155,1182
no_repeat_3,RES0155,RES,0.1775700934579439,0.0214830214830214,81,55,130,1498,1573
no_repeat_3,RES0160,RES,0.2077687443541102,0.0055865921787709,78,33,119,1107,1193
no_repeat_3,RES0163,RES,0.2075471698113207,0.0096491228070175,105,26,111,1166,1251
no_repeat_3,RES0173,RES,0.1801801801801801,0.0129757785467128,113,65,42,1221,1198
no_repeat_3,RES0207,RES,0.2186335403726708,0.0586701434159061,62,38,76,805,843
nospeech_040,CAR0002,CAR,0.2591549295774648,0.1184834123222748,70,10,196,1065,1251
nospeech_040,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
nospeech_040,GAS0007,GAS,0.1478555304740406,0.0151691948658109,57,29,45,886,902
nospeech_040,GEN0001,GEN,0.1467639015496809,0.0329566854990583,51,35,75,1097,1137
nospeech_040,MSK0008,MSK,0.2119718309859155,0.0283224400871459,117,43,141,1420,1518
nospeech_040,MSK0013,MSK,0.2526915769474351,0.0269058295964125,152,18,229,1579,1790
nospeech_040,MSK0017,MSK,0.1611111111111111,0.0274285714285714,112,50,128,1800,1878
nospeech_040,MSK0025,MSK,0.1673228346456693,0.0145502645502645,81,12,162,1524,1674
nospeech_040,MSK0026,MSK,0.2071005917159763,0.0045317220543806,89,28,163,1352,1487
nospeech_040,MSK0041,MSK,0.1621966794380587,0.0026315789473684,103,46,105,1566,1625
nospeech_040,MSK0046,MSK,0.145367412140575,0.0146460537021969,77,23,82,1252,1311
nospeech_040,RES0012,RES,0.1957040572792363,0.0478048780487804,146,45,219,2095,2269
nospeech_040,RES0021,RES,0.2058823529411764,0.0057330057330057,89,37,133,1258,1354
nospeech_040,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
nospeech_040,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
nospeech_040,RES0047,RES,0.1426045963464938,0.0092936802973977,97,83,62,1697,1676
nospeech_040,RES0051,RES,0.2338461538461538,0.0089385474860335,91,80,57,975,952
nospeech_040,RES0052,RES,0.2902439024390243,0.0382653061224489,106,36,96,820,880
nospeech_040,RES0053,RES,0.2335423197492163,0.0351437699680511,148,36,263,1914,2141
nospeech_040,RES0059,RES,0.1423248882265275,0.0138355111452728,84,41,66,1342,1367
nospeech_040,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
nospeech_040,RES0071,RES,0.2692901234567901,0.0784313725490196,69,21,259,1296,1534
nospeech_040,RES0074,RES,0.3338802296964725,0.0461285008237232,90,5,312,1219,1526
nospeech_040,RES0083,RES,0.2348094747682801,0.013727560718057,60,24,144,971,1091
nospeech_040,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
nospeech_040,RES0100,RES,0.1347270615563298,0.0401197604790419,83,52,97,1722,1767
nospeech_040,RES0104,RES,0.1513761467889908,0.0518672199170124,76,80,75,1526,1521
nospeech_040,RES0106,RES,0.1702466189339697,0.0789902280130293,85,29,100,1257,1328
nospeech_040,RES0109,RES,0.1777522935779816,0.0864345738295318,54,39,62,872,895
nospeech_040,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
nospeech_040,RES0123,RES,0.1545921277809469,0.0191831683168316,61,137,73,1753,1689
nospeech_040,RES0127,RES,0.2019704433497537,0.0301075268817204,78,26,183,1421,1578
nospeech_040,RES0132,RES,0.113587347232207,0.0201342281879194,36,50,72,1391,1413
nospeech_040,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
nospeech_040,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
nospeech_040,RES0155,RES,0.1795727636849132,0.0288935870331219,76,79,114,1498,1533
nospeech_040,RES0160,RES,0.1436314363143631,0.004840271055179,54,74,31,1107,1064
nospeech_040,RES0163,RES,0.1886792452830188,0.007908611599297,88,28,104,1166,1242
nospeech_040,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
nospeech_040,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
nospeech_075,CAR0002,CAR,0.2553990610328638,0.1187084520417853,70,12,190,1065,1243
nospeech_075,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
nospeech_075,GAS0007,GAS,0.1478555304740406,0.0151691948658109,56,29,46,886,903
nospeech_075,GEN0001,GEN,0.1513217866909753,0.032015065913371,53,35,78,1097,1140
nospeech_075,MSK0008,MSK,0.1795774647887324,0.0183418928833455,115,57,83,1420,1446
nospeech_075,MSK0013,MSK,0.2343255224825839,0.0161812297734627,106,34,230,1579,1775
nospeech_075,MSK0017,MSK,0.1766666666666666,0.0383514596451059,116,53,149,1800,1896
nospeech_075,MSK0025,MSK,0.1646981627296588,0.0167560321715817,79,32,140,1524,1632
nospeech_075,MSK0026,MSK,0.246301775147929,0.0369253956292388,88,25,220,1352,1547
nospeech_075,MSK0041,MSK,0.1602809706257982,0.0032894736842105,101,46,104,1566,1624
nospeech_075,MSK0046,MSK,0.1461661341853035,0.0146460537021969,77,23,83,1252,1312
nospeech_075,RES0012,RES,0.19236276849642,0.0482926829268292,138,45,220,2095,2270
nospeech_075,RES0021,RES,0.2042925278219395,0.0073831009023789,87,39,131,1258,1350
nospeech_075,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
nospeech_075,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
nospeech_075,RES0047,RES,0.1714790807307012,0.0358688930117501,97,80,114,1697,1731
nospeech_075,RES0051,RES,0.1938461538461538,0.0085106382978723,84,35,70,975,1010
nospeech_075,RES0052,RES,0.2573170731707317,0.0188679245283018,93,25,93,820,888
nospeech_075,RES0053,RES,0.2309299895506792,0.0346297282898241,149,37,256,1914,2133
nospeech_075,RES0059,RES,0.1758569299552906,0.0160183066361556,97,31,108,1342,1419
nospeech_075,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
nospeech_075,RES0071,RES,0.2445987654320987,0.0758998435054773,72,18,227,1296,1505
nospeech_075,RES0074,RES,0.3018867924528302,0.0414937759336099,88,14,266,1219,1471
nospeech_075,RES0083,RES,0.1730175077239958,0.0127659574468085,64,31,73,971,1013
nospeech_075,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
nospeech_075,RES0100,RES,0.1887340301974448,0.0481786133960047,94,20,211,1722,1913
nospeech_075,RES0104,RES,0.1494102228047182,0.0524137931034482,72,76,80,1526,1530
nospeech_075,RES0106,RES,0.1766109785202864,0.079416531604538,93,23,106,1257,1340
nospeech_075,RES0109,RES,0.1754587155963302,0.0875299760191846,56,38,59,872,893
nospeech_075,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
nospeech_075,RES0123,RES,0.1551625784369652,0.0191713048855906,65,136,71,1753,1688
nospeech_075,RES0127,RES,0.203377902885292,0.0301075268817204,78,26,185,1421,1580
nospeech_075,RES0132,RES,0.1488138030194105,0.0290742157612853,59,84,64,1391,1371
nospeech_075,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
