condition,case,category,wer,wder,sub,del,ins,ref_words,hyp_words
nospeech_075,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
nospeech_075,RES0155,RES,0.1889185580774365,0.0349002849002849,72,94,117,1498,1521
nospeech_075,RES0160,RES,0.1580849141824751,0.0047709923664122,57,59,59,1107,1107
nospeech_075,RES0163,RES,0.1878216123499142,0.0096916299559471,89,31,99,1166,1234
nospeech_075,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
nospeech_075,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
nospeech_090,CAR0002,CAR,0.2553990610328638,0.1185958254269449,71,11,190,1065,1244
nospeech_090,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
nospeech_090,GAS0007,GAS,0.146726862302483,0.0151691948658109,56,29,45,886,902
nospeech_090,GEN0001,GEN,0.1504102096627165,0.0302171860245514,51,38,76,1097,1135
nospeech_090,MSK0008,MSK,0.2176056338028169,0.022463768115942,116,40,153,1420,1533
nospeech_090,MSK0013,MSK,0.2108929702343255,0.009009009009009,102,25,206,1579,1760
nospeech_090,MSK0017,MSK,0.1588888888888888,0.027872582480091,112,42,132,1800,1890
nospeech_090,MSK0025,MSK,0.1883202099737533,0.03841059602649,78,14,195,1524,1705
nospeech_090,MSK0026,MSK,0.2248520710059171,0.0430513595166163,92,28,184,1352,1508
nospeech_090,MSK0041,MSK,0.1590038314176245,0.0026298487836949,98,45,106,1566,1627
nospeech_090,MSK0046,MSK,0.145367412140575,0.0146460537021969,76,23,83,1252,1312
nospeech_090,RES0012,RES,0.1794749403341289,0.0423357664233576,140,40,196,2095,2251
nospeech_090,RES0021,RES,0.2003179650238473,0.0057330057330057,87,37,128,1258,1349
nospeech_090,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
nospeech_090,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
nospeech_090,RES0047,RES,0.1414260459634649,0.0092879256965944,95,82,63,1697,1678
nospeech_090,RES0051,RES,0.1989743589743589,0.0085106382978723,83,35,76,975,1016
nospeech_090,RES0052,RES,0.2792682926829268,0.0314861460957178,100,26,103,820,897
nospeech_090,RES0053,RES,0.2304075235109718,0.0346666666666666,150,39,252,1914,2127
nospeech_090,RES0059,RES,0.2146050670640834,0.0219364599092284,103,20,165,1342,1487
nospeech_090,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
nospeech_090,RES0071,RES,0.2731481481481481,0.0738993710691823,69,24,261,1296,1533
nospeech_090,RES0074,RES,0.298605414273995,0.0406639004149377,87,14,263,1219,1468
nospeech_090,RES0083,RES,0.2358393408856848,0.013727560718057,60,24,145,971,1092
nospeech_090,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
nospeech_090,RES0100,RES,0.1927990708478513,0.0494408475573866,97,23,212,1722,1911
nospeech_090,RES0104,RES,0.173656618610747,0.0548696844993141,74,68,123,1526,1581
nospeech_090,RES0106,RES,0.1519490851233094,0.0792326939115929,78,58,55,1257,1254
nospeech_090,RES0109,RES,0.1605504587155963,0.0836277974087161,55,23,62,872,911
nospeech_090,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
nospeech_090,RES0123,RES,0.1523103251568739,0.0179455445544554,60,137,70,1753,1686
nospeech_090,RES0127,RES,0.1921182266009852,0.0178062678062678,76,17,180,1421,1584
nospeech_090,RES0132,RES,0.1063982746225736,0.002220577350111,51,40,57,1391,1408
nospeech_090,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
nospeech_090,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
nospeech_090,RES0155,RES,0.1809078771695594,0.0297029702970297,77,84,110,1498,1524
nospeech_090,RES0160,RES,0.1418247515808491,0.005819592628516,48,76,33,1107,1064
nospeech_090,RES0163,RES,0.1912521440823327,0.0097173144876325,90,34,99,1166,1231
nospeech_090,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
nospeech_090,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
logprob_-05,CAR0002,CAR,0.2535211267605634,0.1176470588235294,70,11,189,1065,1243
logprob_-05,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
logprob_-05,GAS0007,GAS,0.1489841986455982,0.0151691948658109,58,29,45,886,902
logprob_-05,GEN0001,GEN,0.1485870556061987,0.0302171860245514,51,38,74,1097,1133
logprob_-05,MSK0008,MSK,0.2577464788732394,0.0322118826055833,132,23,211,1420,1608
logprob_-05,MSK0013,MSK,0.2127929069031032,0.0103092783505154,102,27,207,1579,1759
logprob_-05,MSK0017,MSK,0.1722222222222222,0.0308747855917667,112,51,147,1800,1896
logprob_-05,MSK0025,MSK,0.1830708661417323,0.03841059602649,78,14,187,1524,1697
logprob_-05,MSK0026,MSK,0.1908284023668639,0.0052870090634441,89,28,141,1352,1465
logprob_-05,MSK0041,MSK,0.160919540229885,0.0026298487836949,103,45,104,1566,1625
logprob_-05,MSK0046,MSK,0.1477635782747604,0.0146460537021969,76,23,86,1252,1315
logprob_-05,RES0012,RES,0.19236276849642,0.0482926829268292,138,45,220,2095,2270
logprob_-05,RES0021,RES,0.2019077901430842,0.0049140049140049,87,37,130,1258,1351
logprob_-05,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
logprob_-05,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
logprob_-05,RES0047,RES,0.1290512669416617,0.0110226576852418,92,64,63,1697,1696
logprob_-05,RES0051,RES,0.2276923076923077,0.0031512605042016,75,23,124,975,1076
logprob_-05,RES0052,RES,0.2390243902439024,0.0242656449553001,86,37,73,820,856
logprob_-05,RES0053,RES,0.2293625914315569,0.0346112886048988,150,36,253,1914,2131
logprob_-05,RES0059,RES,0.2160953800298062,0.0204236006051437,100,20,170,1342,1492
logprob_-05,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
logprob_-05,RES0071,RES,0.261574074074074,0.072599531615925,72,15,252,1296,1533
logprob_-05,RES0074,RES,0.3338802296964725,0.0461285008237232,90,5,312,1219,1526
logprob_-05,RES0083,RES,0.2358393408856848,0.0116279069767441,61,25,143,971,1089
logprob_-05,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
logprob_-05,RES0100,RES,0.1927990708478513,0.0494408475573866,97,23,212,1722,1911
logprob_-05,RES0104,RES,0.1507208387942332,0.0517241379310344,74,76,80,1526,1530
logprob_-05,RES0106,RES,0.1766109785202864,0.0787337662337662,90,25,107,1257,1339
logprob_-05,RES0109,RES,0.1777522935779816,0.0864345738295318,54,39,62,872,895
logprob_-05,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
logprob_-05,RES0123,RES,0.1488876212207644,0.0179566563467492,59,138,64,1753,1679
logprob_-05,RES0127,RES,0.2047853624208304,0.0301075268817204,79,26,186,1421,1581
logprob_-05,RES0132,RES,0.1143062544931703,0.0201192250372578,35,49,75,1391,1417
logprob_-05,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
logprob_-05,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
logprob_-05,RES0155,RES,0.1815754339118825,0.0304532577903682,77,86,109,1498,1521
logprob_-05,RES0160,RES,0.1418247515808491,0.0048216007714561,55,70,32,1107,1069
logprob_-05,RES0163,RES,0.1869639794168096,0.0096830985915492,89,30,99,1166,1235
logprob_-05,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
logprob_-05,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
logprob_-15,CAR0002,CAR,0.2535211267605634,0.1187084520417853,70,12,188,1065,1241
logprob_-15,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
logprob_-15,GAS0007,GAS,0.1478555304740406,0.0151691948658109,56,29,46,886,903
logprob_-15,GEN0001,GEN,0.1148587055606198,0.0132450331125827,49,40,37,1097,1094
logprob_-15,MSK0008,MSK,0.2767605633802817,0.0400285918513223,122,21,250,1420,1649
logprob_-15,MSK0013,MSK,0.2590246991766941,0.0239948119325551,138,37,234,1579,1776
logprob_-15,MSK0017,MSK,0.1727777777777777,0.0206124852767962,116,102,93,1800,1791
logprob_-15,MSK0025,MSK,0.1640419947506561,0.0167448091091761,76,31,143,1524,1636
logprob_-15,MSK0026,MSK,0.2122781065088757,0.0296127562642369,88,35,164,1352,1481
logprob_-15,MSK0041,MSK,0.1564495530012771,0.0026195153896529,99,39,107,1566,1634
logprob_-15,MSK0046,MSK,0.1469648562300319,0.0146460537021969,78,23,83,1252,1312
logprob_-15,RES0012,RES,0.1780429594272076,0.0423770092547491,142,42,189,2095,2242
logprob_-15,RES0021,RES,0.2003179650238473,0.0049140049140049,88,37,127,1258,1348
logprob_-15,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
logprob_-15,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
logprob_-15,RES0047,RES,0.1426045963464938,0.0092994420334779,95,84,63,1697,1676
logprob_-15,RES0051,RES,0.1928205128205128,0.0085106382978723,83,35,70,975,1010
logprob_-15,RES0052,RES,0.2439024390243902,0.0203045685279187,90,32,78,820,866
logprob_-15,RES0053,RES,0.2366771159874608,0.0351063829787234,149,34,270,1914,2150
logprob_-15,RES0059,RES,0.2108792846497764,0.0211960635881907,102,21,160,1342,1481
logprob_-15,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
logprob_-15,RES0071,RES,0.2600308641975308,0.072156862745098,69,21,247,1296,1522
logprob_-15,RES0074,RES,0.2961443806398687,0.0406976744186046,85,15,261,1219,1465
logprob_-15,RES0083,RES,0.2317198764160659,0.0126849894291754,59,25,141,971,1087
logprob_-15,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
logprob_-15,RES0100,RES,0.1829268292682926,0.0494408475573866,93,23,199,1722,1898
logprob_-15,RES0104,RES,0.1480996068152031,0.0517241379310344,72,76,78,1526,1528
logprob_-15,RES0106,RES,0.1766109785202864,0.0787337662337662,91,25,106,1257,1338
logprob_-15,RES0109,RES,0.1788990825688073,0.0876350540216086,54,39,63,872,896
logprob_-15,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
logprob_-15,RES0123,RES,0.1528807758128922,0.0185643564356435,59,137,72,1753,1688
logprob_-15,RES0127,RES,0.203377902885292,0.0301075268817204,78,26,185,1421,1580
logprob_-15,RES0132,RES,0.1207764198418404,0.0092449922958397,36,93,39,1391,1337
logprob_-15,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
logprob_-15,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
logprob_-15,RES0155,RES,0.1748998664886515,0.0295774647887323,75,78,109,1498,1529
logprob_-15,RES0160,RES,0.1445347786811201,0.004840271055179,55,74,31,1107,1064
logprob_-15,RES0163,RES,0.1912521440823327,0.0096830985915492,92,30,101,1166,1237
logprob_-15,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
logprob_-15,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
compression_20,CAR0002,CAR,0.260093896713615,0.125,70,9,198,1065,1254
compression_20,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
compression_20,GAS0007,GAS,0.1478555304740406,0.0151691948658109,56,29,46,886,903
compression_20,GEN0001,GEN,0.1494986326344576,0.0319849482596425,52,34,78,1097,1141
compression_20,MSK0008,MSK,0.1985915492957746,0.020573108008817,142,59,81,1420,1442
compression_20,MSK0013,MSK,0.2235592146928435,0.0128452151573538,104,22,227,1579,1784
compression_20,MSK0017,MSK,0.1755555555555555,0.0336182336182336,113,45,158,1800,1913
compression_20,MSK0025,MSK,0.1811023622047244,0.0185799601857996,80,17,179,1524,1686
compression_20,MSK0026,MSK,0.246301775147929,0.040121120363361,83,31,219,1352,1540
compression_20,MSK0041,MSK,0.1615581098339719,0.0032894736842105,103,46,104,1566,1624
compression_20,MSK0046,MSK,0.1437699680511182,0.0138211382113821,77,22,81,1252,1311
compression_20,RES0012,RES,0.1937947494033413,0.0489955903968642,131,54,221,2095,2262
compression_20,RES0021,RES,0.1995230524642289,0.0057330057330057,86,37,128,1258,1349
compression_20,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
compression_20,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
compression_20,RES0047,RES,0.1767825574543311,0.0161917098445595,100,153,47,1697,1591
compression_20,RES0051,RES,0.1815384615384615,0.0031779661016949,67,31,79,975,1023
compression_20,RES0052,RES,0.2439024390243902,0.0294117647058823,86,38,76,820,858
compression_20,RES0053,RES,0.2168234064785789,0.0291622481442205,144,28,243,1914,2129
compression_20,RES0059,RES,0.1482861400894188,0.0154798761609907,82,50,67,1342,1359
compression_20,RES0062,RES,0.2342621259029927,0.0131027253668763,126,30,298,1938,2206
compression_20,RES0071,RES,0.1412037037037037,0.0653386454183267,61,41,81,1296,1336
compression_20,RES0074,RES,0.2502050861361772,0.0406301824212272,82,13,210,1219,1416
compression_20,RES0083,RES,0.2337796086508753,0.0105708245243128,60,25,142,971,1088
compression_20,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
compression_20,RES0100,RES,0.1887340301974448,0.0470311581422692,91,21,213,1722,1914
compression_20,RES0104,RES,0.1500655307994757,0.0524499654934437,72,77,80,1526,1529
compression_20,RES0106,RES,0.1893396976929196,0.0806188925081433,90,29,119,1257,1347
compression_20,RES0109,RES,0.146788990825688,0.0839160839160839,54,14,60,872,918
compression_20,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
compression_20,RES0123,RES,0.1534512264689104,0.0185643564356435,60,137,72,1753,1688
compression_20,RES0127,RES,0.2040816326530612,0.0301075268817204,78,26,186,1421,1581
compression_20,RES0132,RES,0.0999281092739036,0.0037037037037037,41,41,57,1391,1407
compression_20,RES0134,RES,0.1005169442848937,0.0036474164133738,31,96,48,1741,1693
compression_20,RES0143,RES,0.1523809523809524,0.010556621880998,41,113,22,1155,1064
compression_20,RES0155,RES,0.178237650200267,0.0288732394366197,76,78,113,1498,1533
compression_20,RES0160,RES,0.1400180668473351,0.0048169556840077,54,69,32,1107,1070
compression_20,RES0163,RES,0.1903945111492281,0.0097087378640776,90,33,99,1166,1232
compression_20,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
compression_20,RES0207,RES,0.2062111801242236,0.0745501285347043,55,27,84,805,862
compression_30,CAR0002,CAR,0.2563380281690141,0.1187084520417853,70,12,191,1065,1244
compression_30,DER0001,DER,0.1416107382550335,0.0077030812324929,89,62,60,1490,1488
compression_30,GAS0007,GAS,0.1478555304740406,0.0151691948658109,56,29,46,886,903
compression_30,GEN0001,GEN,0.1093892433910665,0.0132075471698113,48,37,35,1097,1095
compression_30,MSK0008,MSK,0.1922535211267605,0.0161883738042678,107,61,105,1420,1464
compression_30,MSK0013,MSK,0.2260924635845471,0.0166346769033909,112,16,229,1579,1792
compression_30,MSK0017,MSK,0.1711111111111111,0.0297482837528604,112,52,144,1800,1892
compression_30,MSK0025,MSK,0.1679790026246719,0.0145502645502645,81,12,163,1524,1675
compression_30,MSK0026,MSK,0.173076923076923,0.0093530787217459,93,69,72,1352,1355
compression_30,MSK0041,MSK,0.1615581098339719,0.0032873109796186,100,45,108,1566,1629
compression_30,MSK0046,MSK,0.1477635782747604,0.0137540453074433,77,16,92,1252,1328
compression_30,RES0012,RES,0.1871121718377088,0.0442126179831097,147,82,163,2095,2176
compression_30,RES0021,RES,0.2019077901430842,0.0049140049140049,87,37,130,1258,1351
compression_30,RES0025,RES,0.199124726477024,0.0023059185242121,98,70,105,1371,1406
compression_30,RES0030,RES,0.1273187183811129,0.0097259062776304,68,55,28,1186,1159
compression_30,RES0047,RES,0.1538008249852681,0.032376298106292,93,60,108,1697,1745
compression_30,RES0051,RES,0.1517948717948718,0.0042780748663101,72,40,36,975,971
compression_30,RES0052,RES,0.2219512195121951,0.0205391527599486,87,41,54,820,833
compression_30,RES0053,RES,0.2037617554858934,0.0297713981924508,149,33,208,1914,2089
compression_30,RES0059,RES,0.2160953800298062,0.0204081632653061,101,19,170,1342,1493
compression_30,RES0062,RES,0.2260061919504644,0.0078043704474505,124,16,298,1938,2220
compression_30,RES0071,RES,0.2600308641975308,0.071931196247068,73,17,247,1296,1526
compression_30,RES0074,RES,0.3338802296964725,0.0461665292662819,91,6,310,1219,1523
compression_30,RES0083,RES,0.2368692070030896,0.0105708245243128,59,25,146,971,1092
compression_30,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
compression_30,RES0100,RES,0.1399535423925667,0.0395446375074895,86,53,102,1722,1771
compression_30,RES0104,RES,0.1474442988204456,0.0524137931034482,71,76,78,1526,1528
compression_30,RES0106,RES,0.1789976133651551,0.0788617886178861,93,27,105,1257,1335
compression_30,RES0109,RES,0.1777522935779816,0.0850299401197604,55,37,63,872,898
compression_30,RES0118,RES,0.0948012232415902,0.0052301255230125,35,25,33,981,989
compression_30,RES0123,RES,0.1545921277809469,0.0180012414649286,60,142,69,1753,1680
compression_30,RES0127,RES,0.1843771991555242,0.0170697012802275,79,15,168,1421,1574
compression_30,RES0132,RES,0.1121495327102803,0.0029917726252804,45,54,57,1391,1394
compression_30,RES0134,RES,0.1217690982194141,0.0044191919191919,33,157,22,1741,1606
compression_30,RES0143,RES,0.161038961038961,0.0106589147286821,42,123,21,1155,1053
compression_30,RES0155,RES,0.1975967957276368,0.0270462633451957,72,93,131,1498,1536
compression_30,RES0160,RES,0.1427280939476061,0.003875968992248,49,75,34,1107,1066
compression_30,RES0163,RES,0.192967409948542,0.0096660808435852,90,28,107,1166,1245
compression_30,RES0173,RES,0.1752661752661752,0.0155172413793103,111,61,42,1221,1202
compression_30,RES0207,RES,0.1937888198757764,0.0552699228791773,56,27,73,805,851
cond_prev_off,CAR0002,CAR,0.2328638497652582,0.1245210727969348,62,21,165,1065,1209
cond_prev_off,DER0001,DER,0.1697986577181208,0.0303867403314917,86,42,125,1490,1573
cond_prev_off,GAS0007,GAS,0.1749435665914221,0.0402366863905325,56,41,58,886,903
cond_prev_off,GEN0001,GEN,0.1349134001823154,0.0355140186915887,46,27,75,1097,1145
cond_prev_off,MSK0008,MSK,0.2591549295774648,0.0363506771204561,124,17,227,1420,1630
cond_prev_off,MSK0013,MSK,0.2178594046865104,0.0244530244530244,106,25,213,1579,1767
cond_prev_off,MSK0017,MSK,0.16,0.0279043280182232,108,44,136,1800,1892
cond_prev_off,MSK0025,MSK,0.1594488188976378,0.0366422385076615,76,23,144,1524,1645
cond_prev_off,MSK0026,MSK,0.2056213017751479,0.0262172284644194,87,17,174,1352,1509
cond_prev_off,MSK0041,MSK,0.1762452107279693,0.0117263843648208,101,31,144,1566,1679
cond_prev_off,MSK0046,MSK,0.1565495207667731,0.0274542429284525,73,50,73,1252,1275
cond_prev_off,RES0012,RES,0.1909307875894988,0.0504407443682664,137,53,210,2095,2252
cond_prev_off,RES0021,RES,0.1796502384737678,0.0180475799835931,81,39,106,1258,1325
cond_prev_off,RES0025,RES,0.2195477753464624,0.0188821752265861,101,47,153,1371,1477
cond_prev_off,RES0030,RES,0.2107925801011804,0.0240549828178694,78,22,150,1186,1314
cond_prev_off,RES0047,RES,0.1703005303476723,0.0306441525953721,92,98,99,1697,1698
cond_prev_off,RES0051,RES,0.2635897435897436,0.0292887029288702,82,19,156,975,1112
cond_prev_off,RES0052,RES,0.2719512195121951,0.0406091370558375,93,32,98,820,886
cond_prev_off,RES0053,RES,0.2392894461859979,0.0392156862745098,137,27,294,1914,2181
cond_prev_off,RES0059,RES,0.2011922503725782,0.0248681235870384,95,15,160,1342,1487
cond_prev_off,RES0062,RES,0.2079463364293085,0.0177545691906005,124,23,256,1938,2171
cond_prev_off,RES0071,RES,0.2276234567901234,0.0795275590551181,64,26,205,1296,1475
cond_prev_off,RES0074,RES,0.2534864643150123,0.0423940149625935,75,16,218,1219,1421
cond_prev_off,RES0083,RES,0.2131822863027806,0.0231335436382754,61,20,126,971,1077
cond_prev_off,RES0098,RES,0.1754507628294036,0.0431400282885431,78,28,147,1442,1561
cond_prev_off,RES0100,RES,0.1765389082462253,0.0551319648093841,80,17,207,1722,1912
cond_prev_off,RES0104,RES,0.192005242463958,0.0596514745308311,85,34,174,1526,1666
cond_prev_off,RES0106,RES,0.1837708830548926,0.0879211175020542,85,40,106,1257,1323
cond_prev_off,RES0109,RES,0.1766055045871559,0.0878459687123947,54,41,59,872,890
cond_prev_off,RES0118,RES,0.1223241590214067,0.0131868131868131,25,71,24,981,934
cond_prev_off,RES0123,RES,0.1494580718767826,0.0334957369062119,57,111,94,1753,1736
cond_prev_off,RES0127,RES,0.1660802251935257,0.031700288184438,69,33,134,1421,1522
cond_prev_off,RES0132,RES,0.1301222142343637,0.0252486610558531,30,84,67,1391,1374
cond_prev_off,RES0134,RES,0.1154508902929351,0.0301568154402895,32,83,86,1741,1744
cond_prev_off,RES0143,RES,0.1575757575757575,0.021455223880597,40,83,59,1155,1131
cond_prev_off,RES0155,RES,0.1822429906542056,0.040521978021978,89,42,142,1498,1598
cond_prev_off,RES0160,RES,0.1743450767841011,0.0170616113744075,66,52,75,1107,1130
cond_prev_off,RES0163,RES,0.1843910806174957,0.0240856378233719,69,45,101,1166,1222
cond_prev_off,RES0173,RES,0.2391482391482391,0.038301415487094,107,20,165,1221,1366
cond_prev_off,RES0207,RES,0.1739130434782608,0.0629095674967234,49,42,49,805,812
vad_off,CAR0002,CAR,0.1737089201877934,0.1210067763794772,63,32,90,1065,1123
vad_off,DER0001,DER,0.1684563758389261,0.0090592334494773,95,55,101,1490,1536
vad_off,GAS0007,GAS,0.1433408577878104,0.0151162790697674,54,26,47,886,907
vad_off,GEN0001,GEN,0.1121239744758432,0.0175763182238667,45,16,62,1097,1143
vad_off,MSK0008,MSK,0.2704225352112676,0.0455861070911722,142,38,204,1420,1586
vad_off,MSK0013,MSK,0.1861937935402153,0.0038486209108402,106,20,168,1579,1727
vad_off,MSK0017,MSK,0.1788888888888888,0.0301478953356086,127,42,153,1800,1911
vad_off,MSK0025,MSK,0.1876640419947506,0.033178500331785,87,17,182,1524,1689
vad_off,MSK0026,MSK,0.2418639053254437,0.0075187969924812,130,22,175,1352,1505
vad_off,MSK0041,MSK,0.210727969348659,0.0174757281553398,103,21,206,1566,1751
vad_off,MSK0046,MSK,0.139776357827476,0.0121065375302663,72,13,90,1252,1329
vad_off,RES0012,RES,0.1871121718377088,0.040448343079922,156,43,193,2095,2245
vad_off,RES0021,RES,0.1589825119236884,0.0025210084033613,90,68,42,1258,1232
vad_off,RES0025,RES,0.2144420131291028,0.0053191489361702,109,55,130,1371,1446
vad_off,RES0030,RES,0.1340640809443507,0.0142222222222222,71,61,27,1186,1152
vad_off,RES0047,RES,0.1484973482616381,0.0170006071645415,101,50,101,1697,1748
vad_off,RES0051,RES,0.1487179487179487,0.0063965884861407,69,37,39,975,977
vad_off,RES0052,RES,0.2036585365853658,0.036410923276983,77,51,39,820,808
vad_off,RES0053,RES,0.2784743991640543,0.046585494970884,143,25,365,1914,2254
vad_off,RES0059,RES,0.202682563338301,0.0167046317388003,101,25,146,1342,1463
vad_off,RES0062,RES,0.2337461300309597,0.0093896713615023,128,21,304,1938,2221
vad_off,RES0071,RES,0.1373456790123456,0.0679304897314376,67,30,81,1296,1347
vad_off,RES0074,RES,0.3059885151763741,0.0362737015663643,85,6,282,1219,1495
vad_off,RES0083,RES,0.2173017507723995,0.0169491525423728,58,27,126,971,1070
vad_off,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
vad_off,RES0100,RES,0.1213704994192799,0.0396583282489322,73,83,53,1722,1692
vad_off,RES0104,RES,0.2234600262123197,0.0617120106171201,92,19,230,1526,1737
vad_off,RES0106,RES,0.2124105011933174,0.0838079739625712,102,28,137,1257,1366
vad_off,RES0109,RES,0.1926605504587156,0.0941860465116279,64,12,92,872,952
vad_off,RES0118,RES,0.0825688073394495,0.003125,35,21,25,981,985
vad_off,RES0123,RES,0.1397604107244723,0.0173756740563211,70,84,91,1753,1760
vad_off,RES0127,RES,0.199155524278677,0.0163934426229508,85,18,180,1421,1583
vad_off,RES0132,RES,0.0970524802300503,0.0029585798816568,29,39,67,1391,1419
vad_off,RES0134,RES,0.1177484204480183,0.0050156739811912,33,146,26,1741,1621
vad_off,RES0143,RES,0.1497835497835498,0.0239852398523985,43,71,59,1155,1143
vad_off,RES0155,RES,0.1795727636849132,0.0299116247450713,72,27,170,1498,1641
vad_off,RES0160,RES,0.1887985546522131,0.003700277520814,63,26,120,1107,1201
vad_off,RES0163,RES,0.192967409948542,0.0104986876640419,98,23,104,1166,1247
vad_off,RES0173,RES,0.2244062244062244,0.0311185870479394,120,32,122,1221,1311
vad_off,RES0207,RES,0.1937888198757764,0.0515463917525773,58,29,69,805,845
vad_thresh_030,CAR0002,CAR,0.2638497652582159,0.1240530303030303,72,9,200,1065,1256
vad_thresh_030,DER0001,DER,0.1778523489932885,0.0091549295774647,99,70,96,1490,1516
vad_thresh_030,GAS0007,GAS,0.1896162528216704,0.0403690888119953,53,19,96,886,963
vad_thresh_030,GEN0001,GEN,0.1093892433910665,0.0176579925650557,52,21,47,1097,1123
vad_thresh_030,MSK0008,MSK,0.2295774647887324,0.0229720028715003,129,27,170,1420,1563
vad_thresh_030,MSK0013,MSK,0.2311589613679544,0.0197704081632653,112,11,242,1579,1810
vad_thresh_030,MSK0017,MSK,0.2005555555555555,0.0235365117682558,137,143,81,1800,1738
vad_thresh_030,MSK0025,MSK,0.1725721784776903,0.0165672630881378,78,15,170,1524,1679
vad_thresh_030,MSK0026,MSK,0.2078402366863905,0.0052316890881913,85,14,182,1352,1520
vad_thresh_030,MSK0041,MSK,0.1475095785440613,0.0032873109796186,93,45,93,1566,1614
vad_thresh_030,MSK0046,MSK,0.1597444089456869,0.0153846153846153,77,17,106,1252,1341
vad_thresh_030,RES0012,RES,0.1837708830548926,0.0391581008321096,145,52,188,2095,2231
vad_thresh_030,RES0021,RES,0.2130365659777424,0.005700325732899,91,30,147,1258,1375
vad_thresh_030,RES0025,RES,0.199124726477024,0.003041825095057,99,56,118,1371,1433
vad_thresh_030,RES0030,RES,0.133220910623946,0.0098389982110912,66,68,24,1186,1142
vad_thresh_030,RES0047,RES,0.1337654684737772,0.0078979343863912,95,51,81,1697,1727
vad_thresh_030,RES0051,RES,0.1692307692307692,0.0043243243243243,76,50,39,975,964
vad_thresh_030,RES0052,RES,0.2,0.0257731958762886,78,44,42,820,818
vad_thresh_030,RES0053,RES,0.231974921630094,0.0296453149814716,147,25,272,1914,2161
vad_thresh_030,RES0059,RES,0.1445603576751117,0.0176380368098159,91,38,65,1342,1369
vad_thresh_030,RES0062,RES,0.2316821465428276,0.0093506493506493,134,13,302,1938,2227
vad_thresh_030,RES0071,RES,0.2476851851851851,0.0681284259984338,69,19,233,1296,1510
vad_thresh_030,RES0074,RES,0.3379819524200164,0.0471074380165289,88,9,315,1219,1525
vad_thresh_030,RES0083,RES,0.1462409886714727,0.0096256684491978,53,36,53,971,988
vad_thresh_030,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
vad_thresh_030,RES0100,RES,0.1672473867595819,0.0412007062978222,90,23,175,1722,1874
vad_thresh_030,RES0104,RES,0.2123197903014416,0.0496311200536552,85,35,204,1526,1695
